ID;Coil;Prozessabfolge;Ausklinkungen;Richten
0001;C1A;simultan;aktiviert;deaktiviert
0002;C1A;simultan;aktiviert;deaktiviert
0003;C1A;simultan;aktiviert;deaktiviert
0004;C1A;simultan;aktiviert;deaktiviert
0005;C1A;simultan;aktiviert;deaktiviert
0006;C1A;simultan;aktiviert;deaktiviert
0007;C1A;simultan;aktiviert;deaktiviert
0008;C1A;simultan;aktiviert;deaktiviert
0009;C1A;simultan;aktiviert;deaktiviert
0010;C1A;simultan;aktiviert;deaktiviert
0011;C1A;simultan;aktiviert;deaktiviert
0012;C1A;simultan;aktiviert;deaktiviert
0013;C1A;simultan;aktiviert;deaktiviert
0014;C1A;simultan;aktiviert;deaktiviert
0015;C1A;simultan;aktiviert;deaktiviert
0016;C1A;simultan;aktiviert;deaktiviert
0017;C1A;simultan;aktiviert;deaktiviert
0018;C1A;simultan;aktiviert;deaktiviert
0019;C1A;simultan;aktiviert;deaktiviert
0020;C1A;simultan;aktiviert;deaktiviert
0021;C1A;simultan;aktiviert;deaktiviert
0022;C1A;simultan;aktiviert;deaktiviert
0023;C1A;simultan;aktiviert;deaktiviert
0024;C1A;simultan;aktiviert;deaktiviert
0025;C1A;simultan;aktiviert;deaktiviert
0026;C1A;simultan;aktiviert;aktiviert
0027;C1A;simultan;aktiviert;aktiviert
0028;C1A;simultan;aktiviert;aktiviert
0029;C1A;simultan;aktiviert;aktiviert
0030;C1A;simultan;aktiviert;aktiviert
0031;C1A;simultan;aktiviert;aktiviert
0032;C1A;simultan;aktiviert;aktiviert
0033;C1A;simultan;aktiviert;aktiviert
0034;C1A;simultan;aktiviert;aktiviert
0035;C1A;simultan;aktiviert;aktiviert
0036;C1A;simultan;aktiviert;aktiviert
0037;C1A;simultan;aktiviert;aktiviert
0038;C1A;simultan;aktiviert;aktiviert
0039;C1A;simultan;aktiviert;aktiviert
0040;C1A;simultan;aktiviert;aktiviert
0041;C1A;simultan;aktiviert;aktiviert
0042;C1A;simultan;aktiviert;aktiviert
0043;C1A;simultan;aktiviert;aktiviert
0044;C1A;simultan;aktiviert;aktiviert
0045;C1A;simultan;aktiviert;aktiviert
0046;C1A;simultan;aktiviert;aktiviert
0047;C1A;simultan;aktiviert;aktiviert
0048;C1A;simultan;aktiviert;aktiviert
0049;C1A;simultan;aktiviert;aktiviert
0050;C1A;simultan;aktiviert;aktiviert
0051;C1A;rechts, links;aktiviert;aktiviert
0052;C1A;rechts, links;aktiviert;aktiviert
0053;C1A;rechts, links;aktiviert;aktiviert
0054;C1A;rechts, links;aktiviert;aktiviert
0055;C1A;rechts, links;aktiviert;aktiviert
0056;C1A;rechts, links;aktiviert;aktiviert
0057;C1A;rechts, links;aktiviert;aktiviert
0058;C1A;rechts, links;aktiviert;aktiviert
0059;C1A;rechts, links;aktiviert;aktiviert
0060;C1A;rechts, links;aktiviert;aktiviert
0061;C1A;rechts, links;aktiviert;aktiviert
0062;C1A;rechts, links;aktiviert;aktiviert
0063;C1A;rechts, links;aktiviert;aktiviert
0064;C1A;rechts, links;aktiviert;aktiviert
0065;C1A;rechts, links;aktiviert;aktiviert
0066;C1A;rechts, links;aktiviert;aktiviert
0067;C1A;rechts, links;aktiviert;aktiviert
0068;C1A;rechts, links;aktiviert;aktiviert
0069;C1A;rechts, links;aktiviert;aktiviert
0070;C1A;rechts, links;aktiviert;aktiviert
0071;C1A;rechts, links;aktiviert;aktiviert
0072;C1A;rechts, links;aktiviert;aktiviert
0073;C1A;rechts, links;aktiviert;aktiviert
0074;C1A;rechts, links;aktiviert;aktiviert
0075;C1A;rechts, links;aktiviert;aktiviert
0076;C1A;rechts, links;aktiviert;deaktiviert
0077;C1A;rechts, links;aktiviert;deaktiviert
0078;C1A;rechts, links;aktiviert;deaktiviert
0079;C1A;rechts, links;aktiviert;deaktiviert
0080;C1A;rechts, links;aktiviert;deaktiviert
0081;C1A;rechts, links;aktiviert;deaktiviert
0082;C1A;rechts, links;aktiviert;deaktiviert
0083;C1A;rechts, links;aktiviert;deaktiviert
0084;C1A;rechts, links;aktiviert;deaktiviert
0085;C1A;rechts, links;aktiviert;deaktiviert
0086;C1A;rechts, links;aktiviert;deaktiviert
0087;C1A;rechts, links;aktiviert;deaktiviert
0088;C1A;rechts, links;aktiviert;deaktiviert
0089;C1A;rechts, links;aktiviert;deaktiviert
0090;C1A;rechts, links;aktiviert;deaktiviert
0091;C1A;rechts, links;aktiviert;deaktiviert
0092;C1A;rechts, links;aktiviert;deaktiviert
0093;C1A;rechts, links;aktiviert;deaktiviert
0094;C1A;rechts, links;aktiviert;deaktiviert
0095;C1A;rechts, links;aktiviert;deaktiviert
0096;C1A;rechts, links;aktiviert;deaktiviert
0097;C1A;rechts, links;aktiviert;deaktiviert
0098;C1A;rechts, links;aktiviert;deaktiviert
0099;C1A;rechts, links;aktiviert;deaktiviert
0100;C1A;rechts, links;aktiviert;deaktiviert
0101;C1A;links, rechts;aktiviert;deaktiviert
0102;C1A;links, rechts;aktiviert;deaktiviert
0103;C1A;links, rechts;aktiviert;deaktiviert
0104;C1A;links, rechts;aktiviert;deaktiviert
0105;C1A;links, rechts;aktiviert;deaktiviert
0106;C1A;links, rechts;aktiviert;deaktiviert
0107;C1A;links, rechts;aktiviert;deaktiviert
0108;C1A;links, rechts;aktiviert;deaktiviert
0109;C1A;links, rechts;aktiviert;deaktiviert
0110;C1A;links, rechts;aktiviert;deaktiviert
0111;C1A;links, rechts;aktiviert;deaktiviert
0112;C1A;links, rechts;aktiviert;deaktiviert
0113;C1A;links, rechts;aktiviert;deaktiviert
0114;C1A;links, rechts;aktiviert;deaktiviert
0115;C1A;links, rechts;aktiviert;deaktiviert
0116;C1A;links, rechts;aktiviert;deaktiviert
0117;C1A;links, rechts;aktiviert;deaktiviert
0118;C1A;links, rechts;aktiviert;deaktiviert
0119;C1A;links, rechts;aktiviert;deaktiviert
0120;C1A;links, rechts;aktiviert;deaktiviert
0121;C1A;links, rechts;aktiviert;deaktiviert
0122;C1A;links, rechts;aktiviert;deaktiviert
0123;C1A;links, rechts;aktiviert;deaktiviert
0124;C1A;links, rechts;aktiviert;deaktiviert
0125;C1A;links, rechts;aktiviert;deaktiviert
0126;C1A;links, rechts;aktiviert;aktiviert
0127;C1A;links, rechts;aktiviert;aktiviert
0128;C1A;links, rechts;aktiviert;aktiviert
0129;C1A;links, rechts;aktiviert;aktiviert
0130;C1A;links, rechts;aktiviert;aktiviert
0131;C1A;links, rechts;aktiviert;aktiviert
0132;C1A;links, rechts;aktiviert;aktiviert
0133;C1A;links, rechts;aktiviert;aktiviert
0134;C1A;links, rechts;aktiviert;aktiviert
0135;C1A;links, rechts;aktiviert;aktiviert
0136;C1A;links, rechts;aktiviert;aktiviert
0137;C1A;links, rechts;aktiviert;aktiviert
0138;C1A;links, rechts;aktiviert;aktiviert
0139;C1A;links, rechts;aktiviert;aktiviert
0140;C1A;links, rechts;aktiviert;aktiviert
0141;C1A;links, rechts;aktiviert;aktiviert
0142;C1A;links, rechts;aktiviert;aktiviert
0143;C1A;links, rechts;aktiviert;aktiviert
0144;C1A;links, rechts;aktiviert;aktiviert
0145;C1A;links, rechts;aktiviert;aktiviert
0146;C1A;links, rechts;aktiviert;aktiviert
0147;C1A;links, rechts;aktiviert;aktiviert
0148;C1A;links, rechts;aktiviert;aktiviert
0149;C1A;links, rechts;aktiviert;aktiviert
0150;C1A;links, rechts;aktiviert;aktiviert
0151;C1A;rechts - halten, links;aktiviert;aktiviert
0152;C1A;rechts - halten, links;aktiviert;aktiviert
0153;C1A;rechts - halten, links;aktiviert;aktiviert
0154;C1A;rechts - halten, links;aktiviert;aktiviert
0155;C1A;rechts - halten, links;aktiviert;aktiviert
0156;C1A;rechts - halten, links;aktiviert;aktiviert
0157;C1A;rechts - halten, links;aktiviert;aktiviert
0158;C1A;rechts - halten, links;aktiviert;aktiviert
0159;C1A;rechts - halten, links;aktiviert;aktiviert
0160;C1A;rechts - halten, links;aktiviert;aktiviert
0161;C1A;rechts - halten, links;aktiviert;aktiviert
0162;C1A;rechts - halten, links;aktiviert;aktiviert
0163;C1A;rechts - halten, links;aktiviert;aktiviert
0164;C1A;rechts - halten, links;aktiviert;aktiviert
0165;C1A;rechts - halten, links;aktiviert;aktiviert
0166;C1A;rechts - halten, links;aktiviert;aktiviert
0167;C1A;rechts - halten, links;aktiviert;aktiviert
0168;C1A;rechts - halten, links;aktiviert;aktiviert
0169;C1A;rechts - halten, links;aktiviert;aktiviert
0170;C1A;rechts - halten, links;aktiviert;aktiviert
0171;C1A;rechts - halten, links;aktiviert;aktiviert
0172;C1A;rechts - halten, links;aktiviert;aktiviert
0173;C1A;rechts - halten, links;aktiviert;aktiviert
0174;C1A;rechts - halten, links;aktiviert;aktiviert
0175;C1A;rechts - halten, links;aktiviert;aktiviert
0176;C1A;rechts - halten, links;aktiviert;deaktiviert
0177;C1A;rechts - halten, links;aktiviert;deaktiviert
0178;C1A;rechts - halten, links;aktiviert;deaktiviert
0179;C1A;rechts - halten, links;aktiviert;deaktiviert
0180;C1A;rechts - halten, links;aktiviert;deaktiviert
0181;C1A;rechts - halten, links;aktiviert;deaktiviert
0182;C1A;rechts - halten, links;aktiviert;deaktiviert
0183;C1A;rechts - halten, links;aktiviert;deaktiviert
0184;C1A;rechts - halten, links;aktiviert;deaktiviert
0185;C1A;rechts - halten, links;aktiviert;deaktiviert
0186;C1A;rechts - halten, links;aktiviert;deaktiviert
0187;C1A;rechts - halten, links;aktiviert;deaktiviert
0188;C1A;rechts - halten, links;aktiviert;deaktiviert
0189;C1A;rechts - halten, links;aktiviert;deaktiviert
0190;C1A;rechts - halten, links;aktiviert;deaktiviert
0191;C1A;rechts - halten, links;aktiviert;deaktiviert
0192;C1A;rechts - halten, links;aktiviert;deaktiviert
0193;C1A;rechts - halten, links;aktiviert;deaktiviert
0194;C1A;rechts - halten, links;aktiviert;deaktiviert
0195;C1A;rechts - halten, links;aktiviert;deaktiviert
0196;C1A;rechts - halten, links;aktiviert;deaktiviert
0197;C1A;rechts - halten, links;aktiviert;deaktiviert
0198;C1A;rechts - halten, links;aktiviert;deaktiviert
0199;C1A;rechts - halten, links;aktiviert;deaktiviert
0200;C1A;rechts - halten, links;aktiviert;deaktiviert
0201;C1A;links - halten, rechts;aktiviert;deaktiviert
0202;C1A;links - halten, rechts;aktiviert;deaktiviert
0203;C1A;links - halten, rechts;aktiviert;deaktiviert
0204;C1A;links - halten, rechts;aktiviert;deaktiviert
0205;C1A;links - halten, rechts;aktiviert;deaktiviert
0206;C1A;links - halten, rechts;aktiviert;deaktiviert
0207;C1A;links - halten, rechts;aktiviert;deaktiviert
0208;C1A;links - halten, rechts;aktiviert;deaktiviert
0209;C1A;links - halten, rechts;aktiviert;deaktiviert
0210;C1A;links - halten, rechts;aktiviert;deaktiviert
0211;C1A;links - halten, rechts;aktiviert;deaktiviert
0212;C1A;links - halten, rechts;aktiviert;deaktiviert
0213;C1A;links - halten, rechts;aktiviert;deaktiviert
0214;C1A;links - halten, rechts;aktiviert;deaktiviert
0215;C1A;links - halten, rechts;aktiviert;deaktiviert
0216;C1A;links - halten, rechts;aktiviert;deaktiviert
0217;C1A;links - halten, rechts;aktiviert;deaktiviert
0218;C1A;links - halten, rechts;aktiviert;deaktiviert
0219;C1A;links - halten, rechts;aktiviert;deaktiviert
0220;C1A;links - halten, rechts;aktiviert;deaktiviert
0221;C1A;links - halten, rechts;aktiviert;deaktiviert
0222;C1A;links - halten, rechts;aktiviert;deaktiviert
0223;C1A;links - halten, rechts;aktiviert;deaktiviert
0224;C1A;links - halten, rechts;aktiviert;deaktiviert
0225;C1A;links - halten, rechts;aktiviert;deaktiviert
0226;C1A;links - halten, rechts;aktiviert;aktiviert
0227;C1A;links - halten, rechts;aktiviert;aktiviert
0228;C1A;links - halten, rechts;aktiviert;aktiviert
0229;C1A;links - halten, rechts;aktiviert;aktiviert
0230;C1A;links - halten, rechts;aktiviert;aktiviert
0231;C1A;links - halten, rechts;aktiviert;aktiviert
0232;C1A;links - halten, rechts;aktiviert;aktiviert
0233;C1A;links - halten, rechts;aktiviert;aktiviert
0234;C1A;links - halten, rechts;aktiviert;aktiviert
0235;C1A;links - halten, rechts;aktiviert;aktiviert
0236;C1A;links - halten, rechts;aktiviert;aktiviert
0237;C1A;links - halten, rechts;aktiviert;aktiviert
0238;C1A;links - halten, rechts;aktiviert;aktiviert
0239;C1A;links - halten, rechts;aktiviert;aktiviert
0240;C1A;links - halten, rechts;aktiviert;aktiviert
0241;C1A;links - halten, rechts;aktiviert;aktiviert
0242;C1A;links - halten, rechts;aktiviert;aktiviert
0243;C1A;links - halten, rechts;aktiviert;aktiviert
0244;C1A;links - halten, rechts;aktiviert;aktiviert
0245;C1A;links - halten, rechts;aktiviert;aktiviert
0246;C1A;links - halten, rechts;aktiviert;aktiviert
0247;C1A;links - halten, rechts;aktiviert;aktiviert
0248;C1A;links - halten, rechts;aktiviert;aktiviert
0249;C1A;links - halten, rechts;aktiviert;aktiviert
0250;C1A;links - halten, rechts;aktiviert;aktiviert
0251;C1A;simultan;deaktiviert;aktiviert
0252;C1A;simultan;deaktiviert;aktiviert
0253;C1A;simultan;deaktiviert;aktiviert
0254;C1A;simultan;deaktiviert;aktiviert
0255;C1A;simultan;deaktiviert;aktiviert
0256;C1A;simultan;deaktiviert;aktiviert
0257;C1A;simultan;deaktiviert;aktiviert
0258;C1A;simultan;deaktiviert;aktiviert
0259;C1A;simultan;deaktiviert;aktiviert
0260;C1A;simultan;deaktiviert;aktiviert
0261;C1A;simultan;deaktiviert;aktiviert
0262;C1A;simultan;deaktiviert;aktiviert
0263;C1A;simultan;deaktiviert;aktiviert
0264;C1A;simultan;deaktiviert;aktiviert
0265;C1A;simultan;deaktiviert;aktiviert
0266;C1A;simultan;deaktiviert;aktiviert
0267;C1A;simultan;deaktiviert;aktiviert
0268;C1A;simultan;deaktiviert;aktiviert
0269;C1A;simultan;deaktiviert;aktiviert
0270;C1A;simultan;deaktiviert;aktiviert
0271;C1A;simultan;deaktiviert;aktiviert
0272;C1A;simultan;deaktiviert;aktiviert
0273;C1A;simultan;deaktiviert;aktiviert
0274;C1A;simultan;deaktiviert;aktiviert
0275;C1A;simultan;deaktiviert;aktiviert
0276;C1A;simultan;deaktiviert;deaktiviert
0277;C1A;simultan;deaktiviert;deaktiviert
0278;C1A;simultan;deaktiviert;deaktiviert
0279;C1A;simultan;deaktiviert;deaktiviert
0280;C1A;simultan;deaktiviert;deaktiviert
0281;C1A;simultan;deaktiviert;deaktiviert
0282;C1A;simultan;deaktiviert;deaktiviert
0283;C1A;simultan;deaktiviert;deaktiviert
0284;C1A;simultan;deaktiviert;deaktiviert
0285;C1A;simultan;deaktiviert;deaktiviert
0286;C1A;simultan;deaktiviert;deaktiviert
0287;C1A;simultan;deaktiviert;deaktiviert
0288;C1A;simultan;deaktiviert;deaktiviert
0289;C1A;simultan;deaktiviert;deaktiviert
0290;C1A;simultan;deaktiviert;deaktiviert
0291;C1A;simultan;deaktiviert;deaktiviert
0292;C1A;simultan;deaktiviert;deaktiviert
0293;C1A;simultan;deaktiviert;deaktiviert
0294;C1A;simultan;deaktiviert;deaktiviert
0295;C1A;simultan;deaktiviert;deaktiviert
0296;C1A;simultan;deaktiviert;deaktiviert
0297;C1A;simultan;deaktiviert;deaktiviert
0298;C1A;simultan;deaktiviert;deaktiviert
0299;C1A;simultan;deaktiviert;deaktiviert
0300;C1A;simultan;deaktiviert;deaktiviert
0301;C1A;rechts, links;deaktiviert;deaktiviert
0302;C1A;rechts, links;deaktiviert;deaktiviert
0303;C1A;rechts, links;deaktiviert;deaktiviert
0304;C1A;rechts, links;deaktiviert;deaktiviert
0305;C1A;rechts, links;deaktiviert;deaktiviert
0306;C1A;rechts, links;deaktiviert;deaktiviert
0307;C1A;rechts, links;deaktiviert;deaktiviert
0308;C1A;rechts, links;deaktiviert;deaktiviert
0309;C1A;rechts, links;deaktiviert;deaktiviert
0310;C1A;rechts, links;deaktiviert;deaktiviert
0311;C1A;rechts, links;deaktiviert;deaktiviert
0312;C1A;rechts, links;deaktiviert;deaktiviert
0313;C1A;rechts, links;deaktiviert;deaktiviert
0314;C1A;rechts, links;deaktiviert;deaktiviert
0315;C1A;rechts, links;deaktiviert;deaktiviert
0316;C1A;rechts, links;deaktiviert;deaktiviert
0317;C1A;rechts, links;deaktiviert;deaktiviert
0318;C1A;rechts, links;deaktiviert;deaktiviert
0319;C1A;rechts, links;deaktiviert;deaktiviert
0320;C1A;rechts, links;deaktiviert;deaktiviert
0321;C1A;rechts, links;deaktiviert;deaktiviert
0322;C1A;rechts, links;deaktiviert;deaktiviert
0323;C1A;rechts, links;deaktiviert;deaktiviert
0324;C1A;rechts, links;deaktiviert;deaktiviert
0325;C1A;rechts, links;deaktiviert;deaktiviert
0326;C1A;rechts, links;deaktiviert;aktiviert
0327;C1A;rechts, links;deaktiviert;aktiviert
0328;C1A;rechts, links;deaktiviert;aktiviert
0329;C1A;rechts, links;deaktiviert;aktiviert
0330;C1A;rechts, links;deaktiviert;aktiviert
0331;C1A;rechts, links;deaktiviert;aktiviert
0332;C1A;rechts, links;deaktiviert;aktiviert
0333;C1A;rechts, links;deaktiviert;aktiviert
0334;C1A;rechts, links;deaktiviert;aktiviert
0335;C1A;rechts, links;deaktiviert;aktiviert
0336;C1A;rechts, links;deaktiviert;aktiviert
0337;C1A;rechts, links;deaktiviert;aktiviert
0338;C1A;rechts, links;deaktiviert;aktiviert
0339;C1A;rechts, links;deaktiviert;aktiviert
0340;C1A;rechts, links;deaktiviert;aktiviert
0341;C1A;rechts, links;deaktiviert;aktiviert
0342;C1A;rechts, links;deaktiviert;aktiviert
0343;C1A;rechts, links;deaktiviert;aktiviert
0344;C1A;rechts, links;deaktiviert;aktiviert
0345;C1A;rechts, links;deaktiviert;aktiviert
0346;C1A;rechts, links;deaktiviert;aktiviert
0347;C1A;rechts, links;deaktiviert;aktiviert
0348;C1A;rechts, links;deaktiviert;aktiviert
0349;C1A;rechts, links;deaktiviert;aktiviert
0350;C1A;rechts, links;deaktiviert;aktiviert
0351;C1A;links, rechts;deaktiviert;aktiviert
0352;C1A;links, rechts;deaktiviert;aktiviert
0353;C1A;links, rechts;deaktiviert;aktiviert
0354;C1A;links, rechts;deaktiviert;aktiviert
0355;C1A;links, rechts;deaktiviert;aktiviert
0356;C1A;links, rechts;deaktiviert;aktiviert
0357;C1A;links, rechts;deaktiviert;aktiviert
0358;C1A;links, rechts;deaktiviert;aktiviert
0359;C1A;links, rechts;deaktiviert;aktiviert
0360;C1A;links, rechts;deaktiviert;aktiviert
0361;C1A;links, rechts;deaktiviert;aktiviert
0362;C1A;links, rechts;deaktiviert;aktiviert
0363;C1A;links, rechts;deaktiviert;aktiviert
0364;C1A;links, rechts;deaktiviert;aktiviert
0365;C1A;links, rechts;deaktiviert;aktiviert
0366;C1A;links, rechts;deaktiviert;aktiviert
0367;C1A;links, rechts;deaktiviert;aktiviert
0368;C1A;links, rechts;deaktiviert;aktiviert
0369;C1A;links, rechts;deaktiviert;aktiviert
0370;C1A;links, rechts;deaktiviert;aktiviert
0371;C1A;links, rechts;deaktiviert;aktiviert
0372;C1A;links, rechts;deaktiviert;aktiviert
0373;C1A;links, rechts;deaktiviert;aktiviert
0374;C1A;links, rechts;deaktiviert;aktiviert
0375;C1A;links, rechts;deaktiviert;aktiviert
0376;C1A;links, rechts;deaktiviert;deaktiviert
0377;C1A;links, rechts;deaktiviert;deaktiviert
0378;C1A;links, rechts;deaktiviert;deaktiviert
0379;C1A;links, rechts;deaktiviert;deaktiviert
0380;C1A;links, rechts;deaktiviert;deaktiviert
0381;C1A;links, rechts;deaktiviert;deaktiviert
0382;C1A;links, rechts;deaktiviert;deaktiviert
0383;C1A;links, rechts;deaktiviert;deaktiviert
0384;C1A;links, rechts;deaktiviert;deaktiviert
0385;C1A;links, rechts;deaktiviert;deaktiviert
0386;C1A;links, rechts;deaktiviert;deaktiviert
0387;C1A;links, rechts;deaktiviert;deaktiviert
0388;C1A;links, rechts;deaktiviert;deaktiviert
0389;C1A;links, rechts;deaktiviert;deaktiviert
0390;C1A;links, rechts;deaktiviert;deaktiviert
0391;C1A;links, rechts;deaktiviert;deaktiviert
0392;C1A;links, rechts;deaktiviert;deaktiviert
0393;C1A;links, rechts;deaktiviert;deaktiviert
0394;C1A;links, rechts;deaktiviert;deaktiviert
0395;C1A;links, rechts;deaktiviert;deaktiviert
0396;C1A;links, rechts;deaktiviert;deaktiviert
0397;C1A;links, rechts;deaktiviert;deaktiviert
0398;C1A;links, rechts;deaktiviert;deaktiviert
0399;C1A;links, rechts;deaktiviert;deaktiviert
0400;C1A;links, rechts;deaktiviert;deaktiviert
0401;C1A;rechts - halten, links;deaktiviert;deaktiviert
0402;C1A;rechts - halten, links;deaktiviert;deaktiviert
0403;C1A;rechts - halten, links;deaktiviert;deaktiviert
0404;C1A;rechts - halten, links;deaktiviert;deaktiviert
0405;C1A;rechts - halten, links;deaktiviert;deaktiviert
0406;C1A;rechts - halten, links;deaktiviert;deaktiviert
0407;C1A;rechts - halten, links;deaktiviert;deaktiviert
0408;C1A;rechts - halten, links;deaktiviert;deaktiviert
0409;C1A;rechts - halten, links;deaktiviert;deaktiviert
0410;C1A;rechts - halten, links;deaktiviert;deaktiviert
0411;C1A;rechts - halten, links;deaktiviert;deaktiviert
0412;C1A;rechts - halten, links;deaktiviert;deaktiviert
0413;C1A;rechts - halten, links;deaktiviert;deaktiviert
0414;C1A;rechts - halten, links;deaktiviert;deaktiviert
0415;C1A;rechts - halten, links;deaktiviert;deaktiviert
0416;C1A;rechts - halten, links;deaktiviert;deaktiviert
0417;C1A;rechts - halten, links;deaktiviert;deaktiviert
0418;C1A;rechts - halten, links;deaktiviert;deaktiviert
0419;C1A;rechts - halten, links;deaktiviert;deaktiviert
0420;C1A;rechts - halten, links;deaktiviert;deaktiviert
0421;C1A;rechts - halten, links;deaktiviert;deaktiviert
0422;C1A;rechts - halten, links;deaktiviert;deaktiviert
0423;C1A;rechts - halten, links;deaktiviert;deaktiviert
0424;C1A;rechts - halten, links;deaktiviert;deaktiviert
0425;C1A;rechts - halten, links;deaktiviert;deaktiviert
0426;C1A;rechts - halten, links;deaktiviert;aktiviert
0427;C1A;rechts - halten, links;deaktiviert;aktiviert
0428;C1A;rechts - halten, links;deaktiviert;aktiviert
0429;C1A;rechts - halten, links;deaktiviert;aktiviert
0430;C1A;rechts - halten, links;deaktiviert;aktiviert
0431;C1A;rechts - halten, links;deaktiviert;aktiviert
0432;C1A;rechts - halten, links;deaktiviert;aktiviert
0433;C1A;rechts - halten, links;deaktiviert;aktiviert
0434;C1A;rechts - halten, links;deaktiviert;aktiviert
0435;C1A;rechts - halten, links;deaktiviert;aktiviert
0436;C1A;rechts - halten, links;deaktiviert;aktiviert
0437;C1A;rechts - halten, links;deaktiviert;aktiviert
0438;C1A;rechts - halten, links;deaktiviert;aktiviert
0439;C1A;rechts - halten, links;deaktiviert;aktiviert
0440;C1A;rechts - halten, links;deaktiviert;aktiviert
0441;C1A;rechts - halten, links;deaktiviert;aktiviert
0442;C1A;rechts - halten, links;deaktiviert;aktiviert
0443;C1A;rechts - halten, links;deaktiviert;aktiviert
0444;C1A;rechts - halten, links;deaktiviert;aktiviert
0445;C1A;rechts - halten, links;deaktiviert;aktiviert
0446;C1A;rechts - halten, links;deaktiviert;aktiviert
0447;C1A;rechts - halten, links;deaktiviert;aktiviert
0448;C1A;rechts - halten, links;deaktiviert;aktiviert
0449;C1A;rechts - halten, links;deaktiviert;aktiviert
0450;C1A;rechts - halten, links;deaktiviert;aktiviert
0451;C1A;links - halten, rechts;deaktiviert;aktiviert
0452;C1A;links - halten, rechts;deaktiviert;aktiviert
0453;C1A;links - halten, rechts;deaktiviert;aktiviert
0454;C1A;links - halten, rechts;deaktiviert;aktiviert
0455;C1A;links - halten, rechts;deaktiviert;aktiviert
0456;C1A;links - halten, rechts;deaktiviert;aktiviert
0457;C1A;links - halten, rechts;deaktiviert;aktiviert
0458;C1A;links - halten, rechts;deaktiviert;aktiviert
0459;C1A;links - halten, rechts;deaktiviert;aktiviert
0460;C1A;links - halten, rechts;deaktiviert;aktiviert
0461;C1A;links - halten, rechts;deaktiviert;aktiviert
0462;C1A;links - halten, rechts;deaktiviert;aktiviert
0463;C1A;links - halten, rechts;deaktiviert;aktiviert
0464;C1A;links - halten, rechts;deaktiviert;aktiviert
0465;C1A;links - halten, rechts;deaktiviert;aktiviert
0466;C1A;links - halten, rechts;deaktiviert;aktiviert
0467;C1A;links - halten, rechts;deaktiviert;aktiviert
0468;C1A;links - halten, rechts;deaktiviert;aktiviert
0469;C1A;links - halten, rechts;deaktiviert;aktiviert
0470;C1A;links - halten, rechts;deaktiviert;aktiviert
0471;C1A;links - halten, rechts;deaktiviert;aktiviert
0472;C1A;links - halten, rechts;deaktiviert;aktiviert
0473;C1A;links - halten, rechts;deaktiviert;aktiviert
0474;C1A;links - halten, rechts;deaktiviert;aktiviert
0475;C1A;links - halten, rechts;deaktiviert;aktiviert
0476;C1A;links - halten, rechts;deaktiviert;deaktiviert
0477;C1A;links - halten, rechts;deaktiviert;deaktiviert
0478;C1A;links - halten, rechts;deaktiviert;deaktiviert
0479;C1A;links - halten, rechts;deaktiviert;deaktiviert
0480;C1A;links - halten, rechts;deaktiviert;deaktiviert
0481;C1A;links - halten, rechts;deaktiviert;deaktiviert
0482;C1A;links - halten, rechts;deaktiviert;deaktiviert
0483;C1A;links - halten, rechts;deaktiviert;deaktiviert
0484;C1A;links - halten, rechts;deaktiviert;deaktiviert
0485;C1A;links - halten, rechts;deaktiviert;deaktiviert
0486;C1A;links - halten, rechts;deaktiviert;deaktiviert
0487;C1A;links - halten, rechts;deaktiviert;deaktiviert
0488;C1A;links - halten, rechts;deaktiviert;deaktiviert
0489;C1A;links - halten, rechts;deaktiviert;deaktiviert
0490;C1A;links - halten, rechts;deaktiviert;deaktiviert
0491;C1A;links - halten, rechts;deaktiviert;deaktiviert
0492;C1A;links - halten, rechts;deaktiviert;deaktiviert
0493;C1A;links - halten, rechts;deaktiviert;deaktiviert
0494;C1A;links - halten, rechts;deaktiviert;deaktiviert
0495;C1A;links - halten, rechts;deaktiviert;deaktiviert
0496;C1A;links - halten, rechts;deaktiviert;deaktiviert
0497;C1A;links - halten, rechts;deaktiviert;deaktiviert
0498;C1A;links - halten, rechts;deaktiviert;deaktiviert
0499;C1A;links - halten, rechts;deaktiviert;deaktiviert
0500;C1A;links - halten, rechts;deaktiviert;deaktiviert
0501;C1A;simultan;aktiviert;deaktiviert
0502;C1A;simultan;aktiviert;deaktiviert
0503;C1A;simultan;aktiviert;deaktiviert
0504;C1A;simultan;aktiviert;deaktiviert
0505;C1A;simultan;aktiviert;deaktiviert
0506;C1A;simultan;aktiviert;deaktiviert
0507;C1A;simultan;aktiviert;deaktiviert
0508;C1A;simultan;aktiviert;deaktiviert
0509;C1A;simultan;aktiviert;deaktiviert
0510;C1A;simultan;aktiviert;deaktiviert
0511;C1A;simultan;aktiviert;deaktiviert
0512;C1A;simultan;aktiviert;deaktiviert
0513;C1A;simultan;aktiviert;deaktiviert
0514;C1A;simultan;aktiviert;deaktiviert
0515;C1A;simultan;aktiviert;deaktiviert
0516;C1A;simultan;aktiviert;deaktiviert
0517;C1A;simultan;aktiviert;deaktiviert
0518;C1A;simultan;aktiviert;deaktiviert
0519;C1A;simultan;aktiviert;deaktiviert
0520;C1A;simultan;aktiviert;deaktiviert
0521;C1A;simultan;aktiviert;deaktiviert
0522;C1A;simultan;aktiviert;deaktiviert
0523;C1A;simultan;aktiviert;deaktiviert
