ID;VR;PNC01-Drehmoment;PNC03-Drehmoment;PNC05-Drehmoment;PresseSpindel1-Drehmoment;PresseSpindel2-Drehmoment;PNC01-Weg;PNC03-Weg;PNC05-Weg;L1;L2;L3;L4;L5;a1;a2;a3;a4;R1;R2;R3;R4
1;1;5,21;4,48;12,38;82,9;118,5;;;;18,81991412;10,3870306;25,20282179;5,816900453;16,49272007;125,4084397;121,5950801;96,83968837;98,67300796;3,491033712;2,117317526;2,513410555;3,457891665
2;1;5,15;4,45;13,68;83,3;115,1;;;51,03;18,92843393;10,37173669;24,99638518;5,815157613;16,41734597;126,1165529;121,8061251;97,17068702;98,80818257;3,548357617;2,143148413;2,629321743;3,499917885
3;1;5,39;4,46;14,19;83,9;115,6;;;51,03;18,94381035;10,28037631;25,12757575;5,970668288;16,56724522;125,6035145;121,1569217;97,52712938;99,02765259;3,560890239;2,215466768;2,531775951;3,332414783
4;1;5,21;4,58;14,37;84,3;115,9;;;51,03;18,97232482;10,45946084;24,99757629;5,763785282;16,33962496;125,809515;121,6095063;97,0791109;98,50120335;3,485532411;2,090813432;2,63150978;3,526559969
5;1;5,24;4,57;13,64;83;115,7;;;51,03;18,85175762;10,30776784;25,22833952;5,888214844;16,49272024;125,6086344;121,6065226;97,29919601;99,08918216;3,685537287;2,002286131;2,523506349;3,454572262
6;1;5,28;4,54;12,35;83,3;115,9;;;51,03;18,90681606;10,40278223;24,9532295;5,830702493;16,50324273;125,998832;121,7371506;97,62365871;99,04025697;3,510408869;2,20302484;2,589499211;3,539420221
7;1;5,3;4,44;11,4;84,1;116,1;;;51,029;18,74658336;10,41673804;25,20434129;5,83299;16,66950004;125,863699;121,8445376;97,41594219;99,11474151;3,60116891;2,097726812;2,495557838;3,506778301
8;1;5,2;4,44;10,97;84,2;116,8;;34,019;51,029;18,81936911;10,3407914;25,07981903;5,795850191;16,48837708;125,7895437;121,5748315;97,09511483;98,44994257;3,520523246;2,287874272;2,523234697;3,470374599
9;1;5,44;4,55;11,09;84,3;117;;34,019;51,029;18,78429674;10,26884218;25,26650209;5,839058939;16,66258243;125,3427941;121,3252337;97,46884279;98,7169631;3,690235526;2,024715255;2,493654913;3,490570471
10;1;5,19;4,43;11,89;84,7;117,2;;34,019;51,029;18,73984209;10,3778996;25,15061632;5,854565153;16,44295749;125,1697539;121,5095348;97,05136799;98,20263093;3,562672017;2,138011999;2,519059484;3,432981191
11;1;5,25;4,62;11,65;85,1;116,9;;34,019;51,029;18,79682154;10,41522062;25,35793017;5,769179659;16,61725737;125,5845053;121,5991023;96,99112806;97,95378149;3,593932002;2,008001653;2,420604479;3,521709834
12;1;5,27;4,55;11,9;84,7;117,9;;34,02;51,03;18,90992464;10,443149;24,97905423;5,786471982;16,49449484;125,9261432;121,796036;97,41018806;98,77069558;3,545905621;2,160473334;2,647286327;3,448269955
13;1;5,13;4,48;11,08;84,7;117,9;;34,02;51,03;18,93009689;10,3781725;25,14339759;5,840529733;16,44692059;125,957888;121,7038771;97,19103587;98,28004178;3,583784207;2,135745928;2,521362013;3,475799133
14;1;5,31;4,5;11,06;84,3;118;;34,02;51,03;18,80133905;10,17250408;25,22414773;5,819315384;16,38549067;125,5107397;121,4180529;97,01488936;97,61815041;3,662823263;2,214641598;2,474037573;3,549975426
15;1;5,25;4,61;11,73;84,8;117,9;34,019;34,019;51,03;18,9206435;10,38471214;25,15178768;5,784264642;16,27425243;125,6697893;121,3790942;97,48152465;98,17841642;3,577033149;2,118022134;2,532609481;3,528828986
16;1;5,18;4,71;12,32;85,4;118,4;34,02;34,02;51,03;18,86355098;10,39154306;25,05405592;5,772153647;16,43232777;125,3326429;121,4705453;96,99776395;97,98226593;3,486918939;2,201049682;2,594892856;3,477000738
17;1;5,25;4,44;12,4;85,2;118,7;34,02;34,02;51,03;18,86414304;10,55818253;25,07007311;5,778344401;16,18212559;126,1557765;122,0221559;97,97619791;98,73517368;3,602106824;1,899457535;2,688458752;3,580688433
18;1;5,09;4,45;11,97;84,9;116,7;34,02;34,019;51,029;18,7908328;10,47407885;25,16846858;5,657868856;16,53742895;125,6018655;121,7607196;96,98587275;98,24056787;3,533249943;2,024880139;2,603042875;3,5125721
19;1;5,18;4,54;11,53;84,8;116,4;34,02;34,019;51,029;18,7410435;10,4142986;25,41069255;5,766998529;16,55871673;125,6422092;121,6447383;97,10531192;98,08572096;3,669894387;1,914705681;2,448954582;3,567197389
20;1;5,26;4,58;11,03;84,4;116,4;34,02;34,019;51,03;18,74628552;10,56604362;25,24120442;5,780121149;16,41125416;125,8117929;122,1668946;97,2179935;98,43994914;3,500346855;1,953609073;2,526932363;3,523751471
21;1;5,08;4,49;11,32;84,8;116,6;34,02;34,019;51,029;18,68238148;10,4469368;25,24743977;5,711495582;16,43831217;125,7819279;121,7673557;96,98800907;97,54569744;3,616605385;2,068900867;2,488166276;3,57097096
22;1;4,98;4,49;12,29;84,4;116,6;34,02;34,02;51,03;18,73866498;10,41388231;25,10822398;5,769652673;16,56687192;125,3382523;121,6577285;97,18831828;98,37096631;3,576218823;2,047329191;2,630749181;3,450625538
23;1;5,09;4,46;13,02;84,5;116,7;34,02;34,019;51,029;18,74583231;10,64267423;25,06823537;5,701649747;16,33711665;125,8480295;122,0042647;97,54467342;98,53058242;3,522422128;1,904710172;2,675983485;3,608060876
24;1;5,16;4,46;13,07;84,6;116,9;34,02;34,019;51,029;18,67830058;10,46695601;25,10919784;5,720348752;16,51241049;125,2436603;121,5889286;97,05883015;98,22796057;3,576310038;2,004006212;2,656271561;3,512873084
25;1;5,17;4,48;13,32;84,9;117,4;34,019;34,019;51,029;18,73302894;10,38609474;25,17726054;5,707369573;16,42618098;125,3426545;121,4794706;97,14420372;98,10443305;3,647962511;2,045233742;2,544777091;3,543452218
26;2;5,19;4,5;12,25;83,2;;;34,02;;18,58824424;10,46941611;25,15863434;5,669445883;16,74792725;126,1190427;121,8738594;97,61602601;98,75659839;3,6019154;1,950474694;2,639422838;3,514170901
27;2;5,07;4,6;11,61;84;117,3;34,019;34,02;;18,41456334;10,34959002;25,18292837;5,789816866;16,77594894;125,5656775;121,6100532;97,28284331;98,24253372;3,635957815;2,160321976;2,528208387;3,484203542
28;2;5,14;4,46;11,69;83,4;117,4;34,02;34,019;;18,5242532;10,4255311;25,05152114;5,831006664;16,66205351;125,8189259;121,8326052;97,56915652;98,47582221;3,525071993;2,140943234;2,593849655;3,572236323
29;2;5,06;4,46;11,9;83,5;117,8;34,02;34,02;;18,51555007;10,39164204;25,1266211;5,728035467;16,765791;125,9061781;121,9897236;97,41642597;98,70817339;3,598685345;2,081094248;2,588892465;3,56420822
30;2;5,23;4,55;12,05;83,8;118;34,02;34,019;51,029;18,46749089;10,41072787;25,33499543;5,770459992;16,89115415;125,670127;121,8934863;96,83144381;97,98671097;3,649931358;1,971745855;2,466190444;3,528477941
31;2;5,32;4,44;11,62;84,2;117,7;34,019;34,02;51,03;18,39538929;10,43567998;25,43158863;5,768435904;16,95648706;125,7852261;121,9452628;97,07023743;98,22381603;3,679681907;1,938412549;2,418120524;3,573961169
32;2;5,21;4,63;11,85;83,8;117,4;34,019;34,019;51,029;18,4705307;10,41246851;25,47089237;5,79868823;16,92648261;125,728819;121,7597592;96,96755126;97,92988112;3,642026993;1,964739012;2,36675208;3,518739511
33;2;5,12;4,5;11,96;84;117,7;34,019;34,019;51,029;18,52760084;10,365316;25,13119243;5,840476214;17,00910129;126,2249419;121,7690922;97,39535887;98,2627412;3,62996405;2,193616722;2,502314813;3,472440818
34;2;5,02;4,46;12,72;83,7;117,5;34,02;34,019;51,03;18,46347117;10,47912076;25,43313888;5,768899524;16,71314379;125,8911467;121,8115861;96,84989316;97,43071635;3,594962597;1,943463993;2,354530012;3,576506927
35;2;5,22;4,55;12,34;83,9;118;34,02;34,019;51,029;18,45839969;10,4051417;25,33348286;5,768558525;16,93544577;125,8407513;121,786944;96,99765707;98,02666332;3,678987247;1,967315377;2,473188819;3,537794147
36;2;5,18;4,61;12,05;83,6;118,4;34,02;34,02;51,029;18,44761974;10,36284572;25,14916824;5,783643392;16,83399972;125,6400975;121,8388387;97,24302311;98,65874901;3,622975368;2,108842708;2,558555593;3,504576253
37;2;5,22;4,6;11,5;84;118,1;34,019;34,019;51,03;18,52916563;10,29704943;25,11214518;5,83431146;16,82649701;125,9090579;121,6058125;97,4391788;98,53256824;3,596342653;2,178184103;2,555269891;3,483124246
38;2;5,12;4,57;11,77;84,1;118,5;34,02;34,019;51,029;18,34208713;10,37788624;25,3290498;5,84899808;16,77486727;125,7044972;121,8425036;97,01502809;97,69134705;3,611917262;2,019757455;2,452418216;3,523777844
39;2;5,23;4,5;11,93;84;118,9;34,02;34,019;51,029;18,40204295;10,37395665;25,18602942;5,76179056;16,81782299;125,5438262;121,6741592;96,98359927;98,35513992;3,586710757;2,05929318;2,573458136;3,506223214
40;2;5,11;4,44;11,8;83,9;118,4;34,02;34,019;51,03;18,64072663;10,34011904;25,00236267;5,840649858;16,77984128;126,0055318;121,5408755;97,49428137;98,05366194;3,483393581;2,263364875;2,551017289;3,560062591
41;2;5,22;4,63;11,36;84,6;118,7;34,02;34,019;51,03;18,52458356;10,32593917;25,07652701;5,81794655;16,88160838;126,203966;122,014488;96,71947664;98,17910462;3,559274347;2,200716613;2,562060164;3,442163791
42;2;5,26;4,45;11,1;84,6;118,9;34,02;34,019;51,029;18,47200934;10,37955899;25,01757179;5,937450662;16,71310332;125,7893735;121,7396955;97,58439158;98,71811356;3,583876753;2,137671029;2,61553148;3,464573819
43;2;5,16;4,5;11,15;85,1;119,5;34,02;34,019;51,03;18,47766302;10,41216683;24,95323628;5,821684935;16,69988617;126,3306825;121,9091141;98,0704063;99,00272293;3,62411646;2,144182138;2,629805484;3,623173019
44;2;5,35;4,57;11,43;85,1;119,2;34,019;34,019;51,029;18,40463954;10,30262025;25,18986414;5,851783673;16,77071969;125,5015589;121,5796649;97,10405111;98,23874345;3,579291126;2,174065406;2,482153779;3,501181443
45;2;5,1;4,57;11,72;84,6;118,9;34,02;34,019;51,029;18,41217564;10,33363431;25,04912452;5,818623964;16,76893425;125,7661326;121,7862308;96,92648683;98,12568857;3,594996212;2,17901927;2,62560655;3,473034177
46;2;5,02;4,53;11,86;84,9;119,4;34,019;34,019;51,029;18,46510593;10,41532559;25,03385815;5,892240316;16,60154619;126,1746043;122,0787351;97,46928283;98,60608016;3,560318677;2,025913497;2,642717524;3,572450651
47;2;5,17;4,46;12,28;84,8;119,2;34,02;34,019;51,03;18,40152648;10,44940733;25,12974334;5,816566108;16,72529231;125,6800973;121,7221553;96,9993955;98,13900075;3,53524853;2,06305165;2,571018051;3,522432084
48;2;5,13;4,64;11,51;85,1;120,2;34,02;34,019;51,03;18,40663043;10,44406439;25,17842923;5,827452336;16,77303495;125,6733355;121,6538236;97,06160589;98,21240268;3,58248808;2,066545128;2,476129767;3,481530925
49;2;5,4;4,45;11,87;85,7;119,8;34,02;34,019;51,03;18,35156657;10,31178466;25,14634565;5,834257931;16,79523021;125,3776193;121,4786572;96,6678516;97,85112304;3,572541821;2,203170775;2,500551847;3,466372435
50;2;5;4,51;12,01;85,3;119,2;34,02;34,019;51,03;18,52825426;10,39348572;25,18097376;5,770968649;16,67202229;126,0209754;121,9305928;96,87849775;97,98336664;3,602224472;2,07766603;2,530984618;3,522880871
51;3;;;;;;10,808;32,407;51,029;18,36089069;10,08260107;25,30210829;6,180188295;16,94552574;125,9482384;122,0554351;97,13543002;98,43869696;3,688720191;1,909814429;2,477890811;3,561327806
52;3;5,11;4,43;9,15;85;118,6;10,83;32,398;51,029;18,47745155;10,03332365;24,93909983;6,233191457;16,8028931;126,2102807;122,405383;96,97167558;98,09353972;3,57715209;2,136618175;2,687726824;3,508161299
53;3;5,39;4,41;9,18;85,3;118,6;10,803;32,409;51,029;18,36880374;9,966276036;25,32529671;6,190907049;16,83116498;125,9494104;121,8030711;96,86513758;97,59709955;3,703613744;2,058464657;2,410204765;3,549338746
54;3;5,1;4,43;9,4;85,4;119;10,8;32,411;51,029;18,58657312;10,01134007;25,17216713;6,295617296;16,79140828;125,9724;121,8554954;96,92398628;98,21090568;3,576505547;2,057439836;2,535534863;3,428227844
55;3;5,14;4,65;9,67;84,9;118,8;10,824;32,399;51,029;18,54257907;10,00718385;25,16851613;6,32581424;16,77888403;125,9809757;121,8139233;96,96532692;98,06552364;3,548932954;2,180828401;2,457258919;3,415478157
56;3;5,19;4,67;10,74;85;118,9;10,821;32,401;51,029;18,56110337;9,988815385;25,12862093;6,239933213;16,69231226;126,054608;121,7631228;96,87504758;97,90361147;3,585410401;2,162048817;2,532264526;3,476864333
57;3;5,33;4,56;10,19;85,4;118,9;10,821;32,401;51,029;18,54119066;10,02765698;25,04904949;6,219359448;16,52555941;126,1947702;121,9184005;97,60831468;98,47441488;3,636934394;2,052661611;2,64277422;3,641042381
58;3;5,09;4,47;8,93;85,8;119,1;10,843;32,391;51,029;18,41739706;10,26097113;25,33863829;6,005794569;16,8247873;125,7566527;122,0411361;96,96186195;98,5063142;3,584387943;2,006537773;2,473021771;3,537929351
59;3;5,21;4,5;8,77;85,4;119;10,816;32,404;51,029;18,53306202;10,0866991;25,1766975;6,195066195;16,89510393;125,7715484;121,8326114;97,01836914;98,27163914;3,549317859;2,055904884;2,54139555;3,451784716
60;3;5,2;4,59;8,71;85,2;119,2;10,813;32,404;51,029;18,48211835;10,02030848;25,17566417;6,2307077;16,78504261;125,9614431;121,894129;97,11770543;98,41499553;3,551505362;2,100257711;2,54204364;3,49301321
61;3;5,18;4,41;8,35;85,2;119,6;10,811;32,406;51,029;18,41260063;9,963883002;25,33484118;6,250897881;16,98515058;125,9290548;122,0343078;97,32128253;98,67040807;3,637263619;2,021399919;2,42689965;3,589247149
62;3;5,19;4,49;8,51;85,1;120;10,81;32,407;51,029;18,36535001;9,975214506;25,2855208;6,183427691;16,79536618;125,8369972;121,7678338;97,07959215;98,19273713;3,682888892;2,055302636;2,455144892;3,488085585
63;3;5,04;4,46;8,72;86,1;120,6;10,831;32,396;51,029;18,51459078;9,981234708;25,09731953;6,180601838;16,81024511;125,9752445;121,6254124;96,96752505;97,57468503;3,546980247;2,22273575;2,483280416;3,568660523
64;3;5,2;4,52;8,94;85,7;120;10,807;32,409;51,029;18,48656214;10,16184563;25,22727355;6,080327486;16,78086429;125,9672712;121,8917573;96,92311563;98,07190717;3,464260625;2,058902309;2,518330123;3,521821513
65;3;5,08;4,53;9,13;86;119,8;10,802;32,41;51,029;18,49006881;10,08675683;25,33281362;6,176213827;16,77865287;126,0457918;122,0679952;97,02992568;98,3218675;3,522728321;1,991111461;2,446417873;3,561689585
66;3;5,31;4,59;9,55;86,1;120,4;10,801;32,41;51,029;18,40816722;10,40006755;25,1034545;4,668239274;16,80736615;125,7420814;121,5109974;94,23545414;95,06392002;3,663116406;1,908455851;3,127275955;3,539829676
67;3;5,24;4,61;9,5;86,2;120,1;10,824;32,4;51,029;18,40723907;10,01925218;25,21907404;6,312303322;16,77765467;125,5462366;121,7183357;97,18248178;98,24539377;3,557503326;2,049358745;2,456772067;3,504660901
68;3;5,25;4,45;9,86;86,3;119,9;10,823;32,401;51,029;18,30285983;9,943238547;25,46165904;6,183582014;16,87019451;125,7515106;121,7180735;96,860589;97,78774693;3,758186131;1,966680435;2,390630067;3,574699384
69;3;5,2;4,45;10,13;86,2;119,5;10,845;32,39;51,029;18,28657702;10,31962772;25,308237;5,813684394;16,84420058;125,5186692;121,7580874;96,9361808;98,07396794;3,67746524;1,936417772;2,528554597;3,607685847
70;3;5,14;4,43;10,59;86,1;119,8;10,819;32,403;51,029;18,47643526;10,01137013;25,23897565;6,180458186;16,70022064;125,9725182;121,8535627;96,92106333;98,06616788;3,637051494;2,024514869;2,444189904;3,586971133
71;3;5,16;4,53;10,84;86,5;120;10,815;32,404;51,029;18,48034821;9,945954074;25,20643434;6,285798511;16,92572423;125,8512013;121,6441308;96,85740065;97,63898643;3,561935589;2,221349309;2,36040691;3,560293829
72;3;5,16;4,48;10,56;86,3;120;10,813;32,405;51,029;18,42700675;10,09716766;25,1202555;6,281476269;16,63463151;126,1321568;122,0690221;97,3000728;98,09891806;3,614442888;2,030227034;2,542502902;3,54272372
73;3;5,22;4,47;10,1;86,7;120,3;10,812;32,406;51,029;18,53596817;10,0374262;25,01098546;6,191610656;16,60281686;126,3803135;121,9908549;96,80747587;97,25055174;3,527672026;2,251226165;2,565650616;3,530060302
74;3;5,09;4,45;9,64;86,3;119,9;10,835;32,395;51,029;18,35200775;9,980606117;25,1711301;6,139890279;16,78186113;125,4345667;121,4843592;96,82757566;97,79726059;3,601102175;2,138892812;2,541635613;3,448793892
75;3;5,15;4,43;9,11;86,5;120;10,808;32,408;51,029;18,42988829;10,10221985;25,0472273;6,370535068;16,69896027;126,0145406;121,9233245;97,66786555;98,56777846;3,554896624;2,051666117;2,64132772;3,450432919
76;4;5,3;4,42;10,23;86,1;;10,827;32,399;;18,37969297;10,06675704;25,33393929;6,282093259;16,84840065;125,8168458;121,7099455;97,26028026;98,4788489;3,589139505;1,991652123;2,41840585;3,588707635
77;4;5,28;4,48;10,4;86,5;119,6;10,823;32,4;;18,47643014;9,97796703;25,07617165;6,238092266;16,69191948;125,9347277;121,6164177;96,85222161;97,35351059;3,524408743;2,258538479;2,481896489;3,561872429
78;4;5,21;4,56;10,34;86,6;119,8;10,848;32,389;;18,48483096;10,06686578;25,06461895;6,296733281;16,7174126;126,0944271;121,65327;97,77934544;98,7685919;3,630167987;2,081786798;2,503085872;3,604201081
79;4;5,21;4,59;9,96;86,9;119,8;10,821;32,402;;18,42260355;10,02546097;24,97856406;6,220052486;16,71461164;126,0293271;121,9403745;97,4572762;98,62208668;3,639082271;2,092870709;2,608820904;3,595224149
80;4;5,19;4,61;9,97;87;120,6;10,818;32,403;;18,35884916;10,08692065;25,20742088;6,000721517;16,91910211;125,9873805;121,8437418;96,76932788;97,83970893;3,629355752;1,984135468;2,590559635;3,577795143
81;4;5,41;4,52;10,38;86,8;120;10,816;32,404;;18,53476504;10,0056252;25,13064311;6,289197777;16,81338221;126,3215722;121,9693281;96,81906111;98,12469377;3,592986773;2,106563711;2,53258567;3,416899514
82;4;5,18;4,4;10,4;86,8;120,1;10,812;32,404;;18,41859933;10,01317322;25,30072418;6,259510112;16,94549825;125,8626645;121,7597758;97,21353878;98,65252064;3,634928388;2,012290814;2,423544851;3,586773425
83;4;5,18;4,37;10,81;86,5;120,2;10,838;32,394;;18,52378049;9,968791735;24,99367885;6,284774733;16,77678549;126,1487921;121,5660448;97,19614742;98,0610804;3,552004538;2,308263104;2,455042162;3,549672251
84;4;5,23;4,43;10,28;86,9;120,3;10,81;32,406;;18,42742631;10,25247057;25,02313497;6,13050229;16,6601948;126,2910798;122,0556605;97,33223828;98,49487646;3,567432772;2,024792646;2,605819493;3,565758664
85;4;5,08;4,47;9,91;86,7;120,7;10,808;32,407;;18,43208747;10,0792785;24,94474775;5,466368598;16,68296784;125,7924908;121,3714177;95,01628936;95,67269749;3,547689839;2,03315989;3,042541604;3,476350889
86;4;5,12;4,4;9,28;86,6;120,3;10,806;32,408;;18,36786916;10,03065563;24,99886101;6,217805907;16,6902244;126,0075845;121,7582624;97,57163535;98,68509052;3,653429259;2,040785252;2,644173525;3,609706628
87;4;5,25;4,45;10,22;87,2;120,5;10,804;32,41;;18,40590255;10,33017997;25,0452998;6,005332188;16,76313774;126,1847074;121,9935785;97,17720066;98,32371082;3,636855233;2,074450105;2,537177961;3,532835332
88;4;5,42;4,49;9,83;87,2;120,4;10,826;32,398;;18,18848906;9,923737272;25,16307908;6,416501757;16,88140485;124,9325558;121,1459612;97,21658642;98,39073429;3,521744568;2,217867706;2,457792894;3,354859037
89;4;5,27;4,43;9,87;87,5;120,4;10,85;32,388;;18,36651741;9,984705583;24,97150381;5,951754426;16,79445971;125,7504091;121,358221;96,80462598;97,66040003;3,616525167;2,172923082;2,711989741;3,533770947
90;4;5,08;4,41;9,93;87,1;120,6;10,823;32,4;;18,36774802;9,942533987;25,3326758;6,333293054;16,8372011;125,7751717;121,6036161;97,16125339;98,18373892;3,632920732;2,067272284;2,413706175;3,528945698
91;4;5,39;4,38;10,29;87;120,1;10,819;32,401;;18,25217925;9,972256964;25,27700695;6,312087957;16,75481983;125,9155323;121,7497498;97,13719966;97,75435995;3,708305036;2,10455901;2,367245801;3,518749802
92;4;5,35;4,54;10,84;86,7;120,2;10,819;32,402;;18,35178965;10,01721327;25,1320606;6,11521475;16,94994442;125,7582609;121,6575057;96,54294151;97,78473602;3,576437101;2,096659981;2,551690645;3,505608419
93;4;5,13;4,33;10,82;86,8;119,9;10,816;32,403;;18,41465994;10,20632265;25,22056868;6,062136401;16,72269696;125,567525;121,4452784;97,01202061;97,98551722;3,538841406;2,088223564;2,473114236;3,505566708
94;4;5,2;4,34;10,88;87,3;120,6;10,84;32,393;;18,36469361;9,920185782;25,16428042;6,293764203;16,91280508;125,2829318;121,1862528;97,01184378;97,99371146;3,592968575;2,17909011;2,506721177;3,408537811
95;4;5,24;4,43;11,3;86,7;120,3;10,812;32,405;;18,42615429;9,997620777;25,05439526;6,115261267;16,81835289;125,7096087;121,29088;96,46396827;96,7634839;3,551882022;2,200772124;2,590999478;3,48655007
96;4;5,2;4,48;10,72;86,6;120;10,811;32,406;;18,41698575;9,944359544;25,00308441;5,890559816;16,71555257;125,978898;121,2810578;96,13190128;96,28451952;3,595859023;2,25384251;2,671213154;3,532841221
97;4;5,12;4,44;10,26;86,7;120,5;10,808;32,407;;18,47144372;10,1011407;24,98654572;6,004002934;16,72363603;125,9234595;121,3556343;97,00673623;97,37738738;3,514031032;2,252795537;2,565782904;3,53659846
98;4;5,22;4,39;10,07;87,3;120,1;10,806;32,408;;18,47167431;9,877047168;24,99059515;5,992264954;16,76385758;125,7593065;121,1904377;96,14606701;96,43094979;3,527381229;2,276196847;2,697343614;3,475977458
99;4;5,09;4,36;9,63;87,3;120,6;10,83;32,397;;18,28390179;10,16206505;25,16490863;6,127075626;16,90988501;125,1319766;121,1440262;97,57331164;98,57579064;3,591746876;2,185342815;2,496679635;3,331760062
100;4;5,21;4,43;9,7;87,7;120,4;10,851;32,387;;18,42107736;9,948441246;24,94367443;6,22159651;16,60784079;125,8034545;121,455797;97,37600863;98,16608857;3,51218961;2,290490342;2,549210308;3,642424662
101;5;;;;;;32,551;10,485;;18,36552065;10,4883848;25,34413335;5,569240343;16,90910947;126,0047027;121,5792718;96,39862166;97,17138905;3,739738584;1,960337428;2,533659461;3,490912779
102;5;5,09;4,38;11,42;86,6;119,9;32,539;10,495;;18,51811259;10,50059358;24,99490187;5,565184241;16,76205799;126,2184482;121,730775;96,84637877;97,75839423;3,64562196;2,011653083;2,751133385;3,55574954
103;5;5,14;4,41;11,67;87;120,3;32,531;10,505;;18,51172908;10,57450602;24,97461682;5,832322273;16,74019604;126,0799655;121,7615322;98,05395772;99,03763551;3,565651284;2,061712023;2,571639089;3,559184013
104;5;5,31;4,5;12,38;87,1;120,7;32,543;10,493;;18,41198085;10,46422598;25,10169826;5,731139867;16,92313554;125,733146;121,1669578;97,26379085;97,79832836;3,594570889;2,240752602;2,51743543;3,51597906
105;5;5,16;4,54;12,03;87,2;120,4;32,542;10,492;;18,41242882;10,46174131;25,0616442;5,770241469;16,82838796;125,8580848;121,6393033;97,07617177;98,21735974;3,594086299;2,129681827;2,593785804;3,484460057
106;5;5,26;4,45;11,65;87,3;120,7;32,544;10,491;;18,39598525;10,46202863;25,18754222;5,519027667;16,83940678;125,5231762;121,2102703;96,33101551;97,276991;3,618546346;2,036922412;2,607195724;3,473043691
107;5;5,09;4,44;11,69;87;119,9;32,546;10,49;;18,40722642;10,46022326;25,28915488;5,351100095;16,90350733;125,7654522;121,1264597;95,8680489;96,35523882;3,676012816;2,03615819;2,635610077;3,450503394
108;5;5,25;4,45;12,04;86,5;120;32,534;10,501;;18,28698051;10,35490988;25,24159404;5,781483248;16,8284795;125,0659858;121,0215376;96,90518303;97,90272245;3,634786029;2,18207378;2,485469837;3,440973712
109;5;5,37;4,57;11,6;86,2;120;32,546;10,488;;18,45104369;10,48867855;24,84174546;5,416132487;16,6921213;125,971782;121,2329396;96,88691522;96,90697295;3,587240966;2,234547315;2,777607439;3,582657297
110;5;5,21;4,51;11,88;86,4;120,3;32,547;10,487;;18,34174512;10,53641874;25,17307665;5,595847553;16,91584303;125,5379125;121,2616493;96,75967196;97,64501144;3,545309022;1,995561028;2,680465973;3,391303968
111;5;5,29;4,49;12,35;85,9;119,6;32,549;10,486;;18,34695783;10,37922878;25,20823028;5,871892852;16,79935115;125,2793891;121,0588125;97,44472397;98,16351325;3,585389043;2,19135458;2,456902009;3,427386985
112;5;5,18;4,45;12,62;86,2;119,7;32,549;10,485;;18,28274516;10,45638205;25,25203123;5,534012979;16,86600127;125,5165016;121,3662551;96,48679717;97,15219716;3,662075518;2,044109672;2,623534927;3,497005167
113;5;5,12;4,39;12,65;86,5;119,9;32,539;10,496;;18,16938394;10,41273577;25,38520761;5,650522168;16,87979365;125,6029407;121,3978097;96,46403628;96,90323525;3,753197551;2,000222602;2,468557414;3,524407326
114;5;5,14;4,41;11,99;85,7;119,5;32,529;10,507;;18,2363015;10,45986986;25,25635648;5,764647233;16,96853773;125,5882986;121,2367852;97,10564783;97,6085616;3,725663781;2,091513336;2,463617029;3,440418519
115;5;5,07;4,44;11,85;86;120,4;32,541;10,494;;18,33693137;10,44940374;25,11972102;5,682871094;16,85186775;125,6532466;121,348469;96,73022241;97,68916091;3,625418047;2,099671251;2,596241031;3,427044387
116;5;5,19;4,53;11,6;86;120,4;32,543;10,493;;18,35569292;10,57212199;25,07618475;5,933846112;17,03829141;125,8683165;121,1948057;97,8204496;98,56492981;3,593149521;2,088066169;2,589611676;3,201632073
117;5;5,09;4,48;11,65;86,5;120,3;32,541;10,493;;18,5280447;10,63156606;24,9415565;5,514891241;16,71229509;126,4578218;121,6203298;97,16102675;97,73786433;3,572264956;2,071336917;2,762618319;3,514882719
118;5;5,23;4,43;12,53;86,4;119,8;32,544;10,491;;18,402193;10,40772675;25,13922608;5,78137223;16,74196896;125,6493772;121,4180886;96,97620782;97,79235327;3,543639066;2,209431342;2,477696508;3,510630728
119;5;5,04;4,29;12,25;85,8;119,3;32,535;10,502;;18,45684511;10,43071054;25,0531398;5,522116081;16,92580464;125,4102557;121,1757196;96,45852351;97,43539844;3,519118174;2,156079844;2,735391561;3,426996032
120;5;5,14;4,6;11,96;85,6;119,5;32,544;10,489;;18,52084039;10,49560472;24,99569348;5,90151168;16,58701508;126,2049789;121,7672826;97,74745462;98,39253685;3,565934388;2,144224313;2,579365119;3,538224413
121;5;5,01;4,46;11,39;85,8;120,2;32,548;10,488;;18,28617631;10,4244468;25,3440223;5,309553702;16,90803801;125,5115347;121,1427619;96,16714127;96,74383824;3,680824472;1,944117801;2,670830106;3,539459277
122;5;5,01;4,31;11,8;86,1;120,3;32,548;10,487;;18,35102057;10,42170803;25,3112424;5,821676801;16,92393245;125,8637491;121,5009316;97,36656223;98,32453735;3,685296066;2,03264153;2,444341057;3,535205911
123;5;5,07;4,34;13,22;86,1;120,3;32,548;10,486;;18,39985513;10,39561164;25,11003042;5,525773546;16,6858804;125,5000453;121,2987389;96,189734;97,05998758;3,599996022;2,068204828;2,657749883;3,553182002
124;5;5,22;4,5;13,97;86,1;120,5;32,538;10,497;;18,45867362;10,41364941;25,13406083;5,52095846;16,75354848;125,5842979;121,0782637;96,3326286;97,07399382;3,614268649;2,088446339;2,675312983;3,482828414
